,shot_num,latitude,longitude,elev_highest,elev_lowest,rh25,rh50,rh75,rh98,canopy_top_h,quality_flag,degrade_flag
924547,206590600300648446,32.39705099346431,-91.88038124272182,7.1002374,-4.2935653,-1.41,-0.07,1.23,7.88,11.39,1,0
924548,206590600300648447,32.39668254069221,-91.87994975410157,14.079484,1.4902653,0.33,5.0,7.58,11.02,12.58,1,0
924549,206590600300648448,32.39632252660408,-91.8795246913019,7.001803,-3.9810758,-0.74,1.68,4.29,9.11,10.98,1,0
924550,206590600300648449,32.3959593059249,-91.87909718724002,5.2610097,-2.4344764,-1.97,-0.07,1.83,5.64,7.69,1,0
924551,206590600300648450,32.39558687325226,-91.87866269344036,18.963093,-6.364768,3.17,12.92,17.29,23.31,25.32,1,0
924552,206590600300648451,32.395223262125185,-91.87823491848519,18.020401,-6.4856133,5.3,11.87,17.14,22.71,24.5,1,0
924553,206590600300648452,32.3948587355687,-91.8778064431934,18.595692,-6.134461,11.28,16.36,19.08,22.97,24.73,1,0
924554,206590600300648453,32.39450661151989,-91.87738740626305,-1.4829733,-5.442786,-1.27,-0.18,0.82,2.76,3.95,1,0
924555,206590600300648454,32.394142240457015,-91.87695904804959,-1.1937021,-5.004088,-1.27,-0.22,0.78,2.65,3.81,1,0
924556,206590600300648455,32.393777839935694,-91.87653066949855,-0.87781227,-4.688198,-1.3,-0.22,0.74,2.61,3.81,1,0
924557,206590600300648456,32.39341353683081,-91.87610236919508,-0.7518712,-4.6743274,-1.27,-0.18,0.82,2.68,3.92,1,0
924558,206590600300648457,32.393049194360735,-91.87567404483183,-0.59394026,-4.5911098,-1.23,-0.18,0.82,2.72,3.99,1,0
924559,206590600300648458,32.39268489968633,-91.8752457645963,-0.5547918,-4.439891,-1.23,-0.18,0.78,2.65,3.88,1,0
924560,206590600300648459,32.39232053316972,-91.87481743988278,-0.43860358,-4.361059,-1.34,-0.26,0.78,2.65,3.92,1,0
924561,206590600300648460,32.391940451169084,-91.87437716691909,25.785385,-4.3614893,15.65,21.59,24.99,28.57,30.14,1,0
924562,206590600300648461,32.39157579242336,-91.8739486441462,26.27875,-5.0635395,6.76,17.66,24.05,29.73,31.34,1,0
924563,206590600300648462,32.391221757406186,-91.873528221189,9.026776,-4.496356,-0.85,0.74,4.29,11.35,13.52,1,0
924564,206590600300648463,32.39086251722197,-91.87310385417902,0.37214106,-4.6336594,-1.34,-0.11,1.08,3.62,5.0,1,0
924565,206590600300648464,32.39049807726692,-91.87267554948139,0.30075476,-4.592975,-1.23,-0.03,1.15,3.58,4.89,1,0
924566,206590600300648465,32.390133522604096,-91.87224717874707,0.34318444,-4.625259,-1.3,-0.03,1.19,3.62,4.96,1,0
924567,206590600300648466,32.38976888478325,-91.87181876693154,0.43750694,-4.38151,-1.27,0.0,1.3,3.66,4.81,1,0
924568,206590600300648467,32.389404565644774,-91.87139062204412,-0.08919207,-4.721425,-1.27,-0.11,1.0,3.28,4.63,1,0
924569,206590600300648468,32.38903962818727,-91.87096203342676,0.31851932,-4.5378537,-1.27,0.0,1.23,3.69,4.85,1,0
924570,206590600300648469,32.388675038658995,-91.87053373800863,0.04605783,-4.474105,-1.34,-0.14,1.04,3.28,4.52,1,0
924571,206590600300648470,32.388297978485994,-91.87009598486897,20.427738,-2.9575672,-0.29,3.43,9.45,20.65,23.38,1,0
924573,206590600300648472,32.387566431236614,-91.86923775122615,23.267551,-8.261518,13.63,20.43,24.87,29.66,31.52,1,0
924574,206590600300648473,32.38720542816496,-91.86881231735912,16.56448,-5.3639126,9.93,13.93,16.32,20.28,21.92,1,0
924575,206590600300648474,32.38685063666203,-91.86839164723607,-0.6069667,-5.0897727,-1.3,-0.14,0.93,3.17,4.48,1,0
924576,206590600300648475,32.3864853595912,-91.86796303578245,-0.45440894,-5.1239986,-1.3,-0.11,1.04,3.36,4.66,1,0
924577,206590600300648476,32.38612024106828,-91.86753457954676,-0.68434,-5.0177193,-1.3,-0.14,0.97,3.13,4.33,1,0
924578,206590600300648477,32.385754768791365,-91.8671058840074,-0.4419641,-5.074197,-1.23,-0.07,1.08,3.36,4.63,1,0
924579,206590600300648478,32.385389467179245,-91.86667734560807,-0.5897179,-5.072524,-1.3,-0.11,1.04,3.28,4.48,1,0
924580,206590600300648479,32.38502393346447,-91.866248653681,-0.45264158,-4.9728045,-1.3,-0.11,1.04,3.32,4.52,1,0
924581,206590600300648480,32.384658381819385,-91.86581996884412,-0.37650096,-4.9340205,-1.23,-0.07,1.08,3.36,4.55,1,0
924582,206590600300648481,32.38429264179357,-91.86539115698139,-0.073658094,-4.892675,-1.3,-0.07,1.15,3.54,4.81,1,0
924583,206590600300648482,32.38392745436631,-91.8649627797614,-0.765448,-5.2856107,-1.23,-0.07,1.08,3.36,4.52,1,0
924584,206590600300648483,32.38356151025496,-91.86453383654558,-0.26993328,-5.3878036,-1.19,0.03,1.27,3.81,5.11,1,0
924585,206590600300648484,32.383196067116685,-91.86410528057507,-0.6732717,-5.4549317,-1.3,-0.07,1.12,3.51,4.78,1,0
924586,206590600300648485,32.3828305723181,-91.86367668879222,-1.0458444,-5.6780777,-1.27,-0.07,1.12,3.39,4.63,1,0
924587,206590600300648486,32.382460102232635,-91.86324431183034,6.813994,-5.887291,-0.93,0.52,2.42,9.37,12.7,1,0
924588,206590600300648487,32.382092349664546,-91.86281399848819,10.108593,2.0395408,-4.22,-1.41,0.97,5.64,8.06,1,0
924589,206590600300648488,32.38172340774603,-91.8623827743666,15.351928,-5.082199,6.72,10.75,14.23,18.67,20.43,1,0
924590,206590600300648489,32.38135542322334,-91.86195226706977,18.97093,-5.0120864,6.08,9.48,13.22,21.92,23.98,1,0
924591,206590600300648490,32.38100092916895,-91.86153200872843,0.11559129,-4.852853,-1.3,-0.11,1.0,3.47,4.96,1,0
924592,206590600300648491,32.38063511691311,-91.86110312317084,0.08807117,-4.693589,-1.3,-0.11,1.04,3.47,4.78,1,0
924593,206590600300648492,32.38026948109127,-91.86067435086557,-0.2389702,-4.721777,-1.3,-0.14,0.97,3.25,4.48,1,0
924594,206590600300648493,32.379903208002126,-91.86024507012327,0.49890342,-4.5442543,-1.19,0.0,1.19,3.66,5.04,1,0
924595,206590600300648494,32.37953733989038,-91.8598160693165,0.56994,-4.435861,-1.23,0.0,1.19,3.69,5.0,1,0
924596,206590600300648495,32.37917175400182,-91.85938725219931,0.18804504,-4.3694754,-1.34,-0.14,0.97,3.21,4.55,1,0
924597,206590600300648496,32.3788059068367,-91.85895820178973,0.26501432,-4.441933,-1.27,-0.07,1.04,3.36,4.7,1,0
924598,206590600300648497,32.37842615872945,-91.8585185397164,23.51189,-4.655082,9.93,14.23,18.04,26.11,28.16,1,0
924599,206590600300648498,32.378062854768096,-91.85809134510117,19.426495,1.0096271,-0.44,7.28,12.32,16.66,18.41,1,0
924600,206590600300648499,32.377697159038064,-91.85766228839753,19.366728,1.1366447,-2.31,0.97,5.75,15.27,18.23,1,0
924601,206590600300648500,32.37733135168215,-91.85723310596785,19.540422,-5.2644463,3.1,13.14,18.6,23.27,24.8,1,0
924602,206590600300648501,32.37696952659466,-91.856806914103,13.135618,-4.7582555,-1.3,0.67,3.92,15.61,17.89,1,0
924603,206590600300648502,32.376603648617156,-91.85637760357601,13.531417,-4.586598,-0.82,1.45,5.11,16.02,18.11,1,0
924604,206590600300648503,32.376237505415915,-91.8559480577222,14.425623,-5.261375,0.0,3.73,12.21,17.93,19.68,1,0
924605,206590600300648504,32.37588096790807,-91.85552578694688,-0.6081603,-4.680044,-1.45,-0.26,0.82,2.83,4.07,1,0
924606,206590600300648505,32.37551472116099,-91.85509610290529,0.58466643,-4.757346,-1.19,0.11,1.45,4.1,5.34,1,0
924607,206590600300648506,32.37514950193121,-91.85466717367858,0.13202511,-4.9484906,-1.19,0.03,1.3,3.81,5.08,1,0
924608,206590600300648507,32.37478416824597,-91.85423813355784,-0.06021356,-4.8792324,-1.38,-0.07,1.23,3.58,4.81,1,0
924609,206590600300648508,32.37441899878216,-91.85380919673517,-0.45281366,-5.0850487,-1.34,-0.03,1.27,3.54,4.63,1,0
924610,206590600300648509,32.37405370388305,-91.85338014538986,-0.56045854,-5.416834,-1.3,-0.03,1.23,3.58,4.85,1,0
924611,206590600300648510,32.373688439546946,-91.85295110053326,-0.63983154,-5.3841367,-1.3,0.0,1.27,3.58,4.74,1,0
924612,206590600300648511,32.37332332057385,-91.85252215248636,-0.8764267,-5.6580887,-1.3,-0.03,1.15,3.51,4.78,1,0
924613,206590600300648512,32.37295833024802,-91.85209328985674,-1.2437048,-6.025367,-1.19,0.0,1.19,3.54,4.78,1,0
924614,206590600300648513,32.37259306439234,-91.85166420790281,-1.0647238,-5.995813,-1.3,-0.03,1.23,3.66,4.93,1,0
924615,206590600300648514,32.37222817229871,-91.85123540370294,-1.4142401,-6.2706156,-1.19,0.0,1.23,3.62,4.85,1,0
924616,206590600300648515,32.371863150980474,-91.85080649603036,-1.4556228,-6.0505013,-1.3,-0.07,1.08,3.43,4.59,1,0
924617,206590600300648516,32.3714983140145,-91.85037772744427,-1.701823,-6.371415,-1.15,0.0,1.12,3.47,4.66,1,0
924618,206590600300648517,32.37113374418479,-91.84994916142135,-2.2944987,-6.329026,-1.38,-0.22,0.82,2.8,4.03,1,0
924619,206590600300648518,32.370758504611,-91.84951248414889,14.975903,-6.541578,-1.12,0.26,1.94,17.74,21.51,1,0
924620,206590600300648519,32.37039255679789,-91.84908287796415,16.888006,-3.9196968,-1.38,0.56,2.54,17.81,20.8,1,0
924621,206590600300648520,32.37002967081643,-91.84865560785386,13.815446,-6.6934023,7.02,12.85,15.54,19.05,20.5,1,0
1091183,206590800300205308,32.51270905389357,-92.02990484299494,8.033311,-5.4464355,-1.23,0.0,1.3,10.79,13.47,1,0
1091184,206590800300205309,32.51234412069548,-92.02947437629686,9.830433,-5.404294,-1.12,0.33,2.57,12.95,15.23,1,0
1091185,206590800300205310,32.51198048813403,-92.02904489567688,9.466175,-5.7312117,-1.3,-0.07,1.15,12.02,15.19,1,0
1091186,206590800300205311,32.51162328843282,-92.02862068040214,-1.2916367,-5.6230783,-1.45,-0.26,0.82,2.87,4.33,1,0
1091187,206590800300205312,32.511251566911476,-92.02818422254096,11.118932,-5.6840754,-1.38,-0.14,1.0,11.46,16.8,1,0
1091188,206590800300205313,32.510895258695534,-92.02776051602251,-1.2763978,-5.3837996,-1.38,-0.22,0.82,2.83,4.1,1,0
1091189,206590800300205314,32.510530738657096,-92.02732982973475,-0.6180792,-5.285581,-1.34,-0.14,0.97,3.17,4.66,1,0
1091190,206590800300205315,32.51015643155813,-92.02689085083676,15.628408,-5.2073207,-1.19,0.18,1.79,17.13,20.83,1,0
1091191,206590800300205316,32.509802821597596,-92.02646904052067,-1.3664999,-5.3618817,-1.34,-0.22,0.82,2.72,3.99,1,0
1091192,206590800300205317,32.50943788472676,-92.0260376571465,-0.28323394,-5.622856,-1.41,-0.22,0.89,3.32,5.33,1,0
1091193,206590800300205318,32.50906977609591,-92.02560351481078,5.826135,-5.41321,-1.26,-0.11,0.97,5.71,11.23,1,0
1091194,206590800300205319,32.50870976659858,-92.025176028291,-1.0850245,-5.304446,-1.3,-0.18,0.85,2.83,4.21,1,0
1091195,206590800300205320,32.50833183661114,-92.02473347299625,20.686228,-5.4891253,-1.12,0.18,1.82,23.63,26.17,1,0
1091196,206590800300205321,32.50798104814585,-92.02431347984155,-1.0505885,-5.4940505,-1.34,-0.18,0.85,2.94,4.44,1,0
1091197,206590800300205322,32.507616902959555,-92.02388223544709,-1.3900671,-5.422789,-1.41,-0.26,0.78,2.72,4.03,1,0
1091198,206590800300205323,32.50725190819842,-92.02345018523859,-0.36530665,-5.3688693,-1.3,-0.07,1.12,3.54,5.0,1,0
1091199,206590800300205324,32.50687505218118,-92.02300813870396,19.682493,-6.0821214,-0.85,0.67,4.55,20.98,25.76,1,0
1091200,206590800300205325,32.506506586002224,-92.02257300761516,26.317745,-5.271913,0.44,13.1,23.78,29.53,31.58,1,0
1091201,206590800300205326,32.50614001234579,-92.02213937015726,29.964779,-5.657602,-0.74,0.89,15.68,33.38,35.62,1,0
1091202,206590800300205327,32.5057799661427,-92.02171109844164,23.207293,-6.0672855,-1.0,0.26,1.9,26.58,29.27,1,0
1091203,206590800300205328,32.50541742527821,-92.02128066346646,20.517326,-6.0687704,-0.37,1.68,15.53,24.71,26.58,1,0
1091204,206590800300205329,32.505059274650506,-92.02085381506859,10.870613,-6.231118,-1.0,0.37,2.57,14.93,17.1,1,0
1091205,206590800300205330,32.504687870530624,-92.02041582646368,22.550386,-6.6121726,-0.89,0.56,6.31,26.88,29.16,1,0
1091206,206590800300205331,32.50432103981501,-92.01998158390673,27.00693,-7.719293,6.27,18.7,23.33,31.88,34.72,1,0
1091207,206590800300205332,32.503975362664455,-92.01956493205489,-2.3102648,-6.5670276,-1.34,-0.22,0.82,2.83,4.25,1,0
1091208,206590800300205333,32.50361151385927,-92.01913304337062,-2.3844385,-6.566521,-1.38,-0.22,0.89,2.94,4.18,1,0
1091209,206590800300205334,32.503247784973176,-92.01870116100908,-2.6477084,-6.605751,-1.38,-0.26,0.78,2.72,3.95,1,0
1091210,206590800300205335,32.50288409772182,-92.01826925256528,-2.8257906,-6.8958535,-1.3,-0.18,0.82,2.76,4.07,1,0
1091211,206590800300205336,32.502520366034425,-92.01783724961032,-2.7663448,-6.9484277,-1.34,-0.22,0.85,2.83,4.18,1,0
1091212,206590800300205337,32.502156824452705,-92.01740535093153,-2.8328762,-6.977619,-1.41,-0.22,0.82,2.8,4.14,1,0
1091213,206590800300205338,32.50179354714661,-92.01697362259524,-3.141349,-7.211412,-1.3,-0.18,0.85,2.8,4.07,1,0
1091214,206590800300205339,32.501430005207226,-92.01654162883902,-2.8548083,-7.4849715,-1.53,-0.22,1.0,3.32,4.63,1,0
1091215,206590800300205340,32.501051185297776,-92.0160968448881,22.069017,-7.205564,10.34,19.3,22.88,27.29,29.27,1,0
1091216,206590800300205341,32.50068938703262,-92.01566623581758,19.87255,-7.2363095,10.52,15.12,17.99,25.05,27.1,1,0
1091217,206590800300205342,32.50032351815841,-92.01523220225879,24.33424,-6.583301,16.57,20.38,23.22,28.37,30.91,1,0
1091218,206590800300205343,32.499960967658865,-92.01480091770513,23.608223,-7.832078,16.2,21.65,25.12,29.53,31.44,1,0
1091219,206590800300205344,32.49959921591469,-92.01437028478546,21.718803,-7.0330167,15.64,19.82,22.96,26.99,28.75,1,0
1091220,206590800300205345,32.49923630650257,-92.01393867656213,21.789057,-7.821583,12.65,18.18,22.66,27.29,29.61,1,0
1091221,206590800300205346,32.49887380883035,-92.01350740913982,21.29505,-7.75549,11.94,17.21,21.61,27.1,29.05,1,0
1091222,206590800300205347,32.498511865024746,-92.01307660660568,19.996862,4.463412,-3.36,2.24,6.42,13.29,15.53,1,0
1091223,206590800300205348,32.49814811787445,-92.01264430785868,21.659693,-6.5320244,10.67,15.64,19.08,25.91,28.19,1,0
1091224,206590800300205349,32.49778575494263,-92.0122131793864,21.168983,-8.665693,17.02,21.61,24.27,27.85,29.83,1,0
1091225,206590800300205350,32.4974267569241,-92.0117848785448,15.335605,-6.919048,0.67,6.98,10.97,19.56,22.25,1,0
1091226,206590800300205351,32.49706819572742,-92.01135696847282,8.842282,-7.8113666,0.41,4.59,9.03,14.78,16.65,1,0
1091227,206590800300205352,32.49671350404921,-92.01093231963297,-3.8195028,-8.524345,-1.15,-0.03,1.08,3.32,4.7,1,0
1091228,206590800300205353,32.49633909706209,-92.01049125888915,15.117247,-8.631005,-0.67,1.12,10.71,21.76,23.74,1,0
1091229,206590800300205354,32.49598654211763,-92.01006847468486,-0.94361436,-8.112898,-1.15,-0.03,1.08,4.25,7.16,1,0
1091230,206590800300205355,32.495625671163445,-92.00963880205694,-3.687044,-8.205186,-1.41,-0.22,0.89,3.02,4.51,1,0
1091231,206590800300205356,32.495263319831565,-92.00920795019157,-4.0746503,-8.294072,-1.53,-0.29,0.78,2.83,4.21,1,0
1091232,206590800300205357,32.494889587907934,-92.00876766571655,13.740948,-10.903462,9.74,13.55,16.31,22.44,24.64,1,0
1091233,206590800300205358,32.494527426579886,-92.00833710230151,12.985845,-8.036583,7.05,11.87,15.01,19.15,21.02,1,0
1091234,206590800300205359,32.49416340349918,-92.00790505908421,15.163299,-8.54761,2.24,9.4,13.85,21.13,23.71,1,0
1091235,206590800300205360,32.49379839077907,-92.00747227027466,18.868359,-8.27783,11.94,17.1,20.76,25.24,27.14,1,0
1091236,206590800300205361,32.49343856592391,-92.00704390133217,14.224022,-14.341086,12.24,15.94,18.78,25.91,28.56,1,0
1091237,206590800300205362,32.49307715223325,-92.00661432114431,12.1582365,-8.901529,7.09,10.94,14.03,19.08,21.05,1,0
1091238,206590800300205363,32.49271496782753,-92.0061841876555,11.247784,-8.019662,5.19,8.4,11.16,16.91,19.26,1,0
1091239,206590800300205364,32.492353698191145,-92.00575490687137,8.795864,-8.49256,3.06,7.43,10.6,15.27,17.28,1,0
1091240,206590800300205365,32.49199208528504,-92.00532542990736,6.8208785,-8.413844,3.58,6.68,8.73,13.1,15.23,1,0
1091241,206590800300205366,32.49163090737464,-92.00489640531897,4.0768833,-7.9839387,-1.04,0.26,1.86,9.78,12.06,1,0
1091242,206590800300205367,32.49126647764064,-92.00446475793886,6.470398,-9.063045,0.26,6.08,9.63,13.66,15.53,1,0
1091243,206590800300205368,32.4909041642663,-92.0040349655898,5.4069858,-2.733135,-4.44,-1.12,1.71,6.08,8.14,1,0
1091244,206590800300205369,32.49054162876815,-92.00360507673845,4.6296086,-8.327373,-1.19,0.07,1.49,10.79,12.95,1,0
1091245,206590800300205370,32.490183588164115,-92.00317902585138,-3.4125357,-7.6692963,-2.09,-0.52,0.82,3.06,4.25,1,0
1091246,206590800300205371,32.489821060495366,-92.00274932168632,-4.3319306,-8.028591,-1.19,-0.18,0.82,2.65,3.69,1,0
1091247,206590800300205372,32.48945711621067,-92.00231852476101,-3.0459824,-8.124223,-1.64,-0.29,0.85,3.36,5.07,1,0
1091248,206590800300205373,32.48908478879914,-92.00188082609209,11.608384,-11.505076,10.52,14.56,17.43,21.28,23.11,1,0
1091249,206590800300205374,32.48872205795826,-92.00145121878133,10.830907,-9.407373,7.01,11.31,14.03,18.44,20.23,1,0
1091250,206590800300205375,32.48835848718751,-92.00102099945028,11.34054,-8.3003,2.87,8.43,13.06,17.88,19.64,1,0
1091251,206590800300205376,32.48799558571767,-92.00059142672802,10.722314,-8.731826,5.89,9.59,12.8,17.36,19.45,1,0
1091252,206590800300205377,32.48763251596901,-92.00016180197788,10.319072,-8.350927,6.08,9.33,11.5,16.42,18.66,1,0
1091253,206590800300205378,32.48726973734455,-91.99973250814513,9.396419,-8.71348,7.01,10.0,12.21,15.94,18.1,1,0
1091254,206590800300205379,32.486905765296,-91.99930230773353,10.335985,-5.906913,4.25,8.14,10.75,14.45,16.24,1,0
1091255,206590800300205380,32.486541820783735,-91.99887221761942,11.17862,-7.6033974,1.45,6.23,10.04,16.65,18.78,1,0
1091256,206590800300205381,32.48617762100606,-91.99844200269106,12.382445,-9.648151,9.55,13.7,16.76,20.42,22.03,1,0
1091257,206590800300205382,32.485814748856534,-91.99801298236173,11.412703,-8.750894,6.98,10.64,13.59,18.44,20.16,1,0
1091258,206590800300205383,32.48545258895168,-91.9975846434973,9.257014,-8.815541,-0.11,2.76,8.7,15.23,18.07,1,0
1091259,206590800300205384,32.48508676242647,-91.99715333524482,12.930893,-8.913003,7.46,11.2,14.0,19.75,21.84,1,0
1091260,206590800300205385,32.48472318866578,-91.99672399334433,12.957504,-8.587671,7.2,10.97,14.11,19.67,21.54,1,0
1091261,206590800300205386,32.484359818635426,-91.99629490605062,12.615065,-8.29533,6.57,10.08,13.33,19.0,20.91,1,0
1091262,206590800300205387,32.48399437967339,-91.99586416831173,15.547191,-8.537103,7.43,12.88,16.65,21.99,24.08,1,0
1091263,206590800300205388,32.48363187803043,-91.99543594234086,13.743001,-8.773011,9.74,14.18,17.25,20.98,22.51,1,0
1091264,206590800300205389,32.483268089879594,-91.99500669299509,13.966805,-8.437186,6.79,11.68,15.64,20.64,22.4,1,0
1091265,206590800300205390,32.482905996719985,-91.99457889390527,11.449137,-8.303717,7.2,10.86,13.59,17.77,19.75,1,0
1091266,206590800300205391,32.482541261373164,-91.994148916215,13.138252,-9.079039,7.24,10.9,13.81,19.75,22.21,1,0
1091267,206590800300205392,32.48217813176738,-91.99372028825809,12.231625,-8.604087,7.72,11.72,14.67,18.63,20.83,1,0
1091268,206590800300205393,32.48181407883105,-91.9932908893931,12.785085,-8.984126,9.82,13.62,16.13,19.82,21.76,1,0
1091269,206590800300205394,32.48145103562516,-91.99286231809731,11.704323,-8.608628,7.31,12.09,14.78,18.63,20.31,1,0
1091270,206590800300205395,32.48108771414766,-91.99243348840244,11.056813,-7.7625375,2.61,8.55,12.43,16.95,18.81,1,0
1091271,206590800300205396,32.48072964692697,-91.99200900005658,1.9872733,-7.273042,-1.41,-0.03,1.3,7.54,9.26,1,0
1091272,206590800300205397,32.48036862514505,-91.99158199592594,-2.3604298,-6.6918674,-1.41,-0.22,0.85,2.94,4.33,1,0
1091273,206590800300205398,32.4799998635931,-91.99114847457963,5.6809077,-7.1640453,-1.15,0.03,1.3,10.08,12.84,1,0
1091274,206590800300205399,32.479642002102565,-91.99072396268517,-3.7325325,-7.65323,-1.3,-0.22,0.74,2.65,3.92,1,0
1091275,206590800300205400,32.47926964706342,-91.9902872784576,10.065015,-8.604974,1.08,7.95,11.87,16.72,18.66,1,0
1091276,206590800300205401,32.47890203089837,-91.98985444135138,16.277252,-9.263292,5.89,13.36,18.37,23.33,25.54,1,0
1091277,206590800300205402,32.47853747248135,-91.98942403886052,17.606125,-8.34516,7.39,14.74,19.37,24.23,25.95,1,0
1091278,206590800300205403,32.478173299745805,-91.98899382848445,18.324297,-9.157926,10.6,19.49,22.74,25.8,27.48,1,0
1091279,206590800300205404,32.477810224549486,-91.9885643917915,17.29911,-8.278772,5.26,11.23,15.45,23.41,25.57,1,0
1091280,206590800300205405,32.477446470143136,-91.98813423531884,17.379513,-12.567147,14.07,20.46,23.78,27.74,29.94,1,0
1091281,206590800300205406,32.477082066155006,-91.98770337060267,18.51957,-8.663933,10.23,16.69,20.68,25.31,27.18,1,0
1091282,206590800300205407,32.476718807751894,-91.98727328145965,17.848652,-8.924109,10.19,15.19,19.34,24.86,26.77,1,0
1091283,206590800300205408,32.4763546126095,-91.98684221984047,18.705769,-8.963154,9.37,15.01,18.96,25.42,27.66,1,0
1091284,206590800300205409,32.475991857311655,-91.98641215310522,17.2848,-15.574378,13.4,19.71,25.98,30.8,32.85,1,0
1091285,206590800300205410,32.47562815843027,-91.98598108482086,17.406233,-8.843769,7.76,14.07,18.89,24.27,26.25,1,0
1091286,206590800300205411,32.47526437475705,-91.98554974114951,17.692627,-8.333336,10.26,16.24,20.16,24.3,26.02,1,0
1091287,206590800300205412,32.474899731140354,-91.98511749579203,19.37994,-9.110461,7.39,13.66,18.59,26.47,28.49,1,0
1091288,206590800300205413,32.47453619711818,-91.98468601001444,19.308687,-9.0696945,6.6,17.25,21.91,26.54,28.37,1,0
1091289,206590800300205414,32.474174182643516,-91.98425564589996,16.82008,-8.645783,8.02,13.74,18.18,23.59,25.46,1,0
1091290,206590800300205415,32.47381034088152,-91.98382363313569,17.263157,-8.4640875,5.82,14.03,18.96,23.74,25.72,1,0
1091291,206590800300205416,32.4734468608144,-91.98339181625822,17.129417,-13.340002,6.23,13.18,19.97,28.07,30.46,1,0
1091292,206590800300205417,32.4730837168513,-91.98296019406428,16.455803,-15.693915,8.55,16.54,22.32,30.02,32.14,1,0
1091293,206590800300205418,32.472720015458776,-91.98252804119764,16.665098,-14.663141,8.28,16.2,22.17,28.75,31.32,1,0
1091294,206590800300205419,32.47235838900278,-91.98209757258422,13.543109,-10.4664955,1.04,8.58,15.49,21.99,24.0,1,0
1091295,206590800300205420,32.471993682476146,-91.98166451083316,15.331975,-9.16305,4.29,10.86,16.2,22.55,24.49,1,0
1091296,206590800300205421,32.471628912319325,-91.98123139057854,17.200489,-8.974835,3.92,12.13,18.78,24.6,26.17,1,0
1091297,206590800300205422,32.47126808756183,-91.98080157121572,12.722296,-13.079629,9.03,14.41,18.14,23.78,25.8,1,0
1091298,206590800300205423,32.47090208046423,-91.98036746788017,16.508148,-19.263552,9.4,12.54,21.32,33.6,35.77,1,0
1091299,206590800300205424,32.47053828875835,-91.97993526421183,16.707855,-13.388167,7.39,16.05,22.06,28.0,30.09,1,0
1091300,206590800300205425,32.470174698376724,-91.97950330221386,16.542387,-9.782299,6.19,12.35,18.22,24.23,26.32,1,0
1091301,206590800300205426,32.46981074083207,-91.97907112745914,16.913246,-8.8886795,1.15,8.43,16.95,24.0,25.8,1,0
1091302,206590800300205427,32.469447758664145,-91.97863987882448,15.668068,-14.465297,7.35,15.98,23.0,28.19,30.13,1,0
1091303,206590800300205428,32.4690832998424,-91.97820753325092,16.72625,-14.377954,9.29,14.3,22.29,29.31,31.1,1,0
1091304,206590800300205429,32.46871941441569,-91.97777581867902,16.801432,-8.739116,3.62,9.37,16.24,23.41,25.54,1,0
1091305,206590800300205430,32.468354922622844,-91.977343772313,17.777067,-10.153239,5.86,14.33,20.87,26.17,27.93,1,0
1091306,206590800300205431,32.467993273188306,-91.9769142867827,14.127112,-9.359736,0.29,4.21,11.57,21.39,23.48,1,0
1091307,206590800300205432,32.467628472375765,-91.97648238887996,15.439885,-9.764603,2.46,7.46,15.68,22.85,25.2,1,0
1091308,206590800300205433,32.467263028237056,-91.976050188509,17.697784,-9.971143,7.72,16.31,21.13,25.83,27.66,1,0
1091309,206590800300205434,32.46689907873463,-91.97561948444098,17.47087,-9.637959,4.07,7.05,11.57,24.45,27.1,1,0
1091310,206590800300205435,32.46653545973886,-91.97518930537238,16.628035,-9.659312,6.08,15.38,19.75,24.27,26.28,1,0
1091311,206590800300205436,32.46617150448938,-91.97475907696808,16.246456,-9.854191,6.45,13.36,18.14,23.97,26.1,1,0
1091312,206590800300205437,32.46580638481577,-91.97432809068894,17.665188,-10.414478,5.33,14.74,19.64,26.17,28.07,1,0
1091313,206590800300205438,32.46544209662907,-91.97389798884689,17.696178,-10.234128,8.77,17.21,21.54,26.1,27.93,1,0
1091314,206590800300205439,32.46507780392083,-91.97346805624856,17.69066,-14.496404,10.34,20.08,26.21,30.35,32.18,1,0
1091315,206590800300205440,32.46471306472651,-91.9730379055645,18.36716,-9.488466,11.35,17.02,20.31,25.76,27.85,1,0
1091316,206590800300205441,32.464348981354036,-91.9726084355659,17.972023,-10.518384,12.06,18.7,22.59,26.69,28.49,1,0
1091317,206590800300205442,32.46398447721982,-91.97217873065162,18.241095,-14.54341,10.04,20.2,25.61,30.88,32.78,1,0
1091318,206590800300205443,32.4636209976357,-91.97174997457711,16.868673,-14.795631,12.09,19.97,23.82,29.23,31.66,1,0
1091319,206590800300205444,32.46325684716242,-91.97132073646256,16.581112,-9.594215,2.83,9.14,17.1,23.89,26.17,1,0
1091320,206590800300205445,32.46289177610243,-91.9708907890256,17.78932,-9.730247,6.38,13.36,19.75,25.61,27.51,1,0
1091321,206590800300205446,32.462528062394284,-91.97046200988588,16.856884,-9.617163,9.78,17.47,20.53,24.45,26.47,1,0
1091322,206590800300205447,32.462162286238794,-91.97003153214942,19.270237,-10.004308,11.05,19.64,23.18,27.7,29.27,1,0
1091323,206590800300205448,32.461800280835575,-91.9696041945854,15.704469,-17.304073,13.55,20.53,24.98,30.76,33.0,1,0
1091324,206590800300205449,32.46143438981298,-91.96917360074023,18.421381,-9.695624,5.78,13.21,19.64,26.21,28.11,1,0
